election_id,election_date,election_year,redistricting_cycle,office,district,district_display,city_town,ward,precinct,dem_margin,dem_margin_two_party,PVI_N,incumbent_status,incumbent_tenure_years,incumbent_tenure_left_censored,pres_elec,is_special,num_candidates,no_dem_candidate,candidate_count,dem_candidate_count,dem_candidate,opponent_candidate,opponent_party,dem_votes,opponent_votes,gop_votes,write_in_votes,top_write_in_votes,candidate_votes,total_votes,major_party_race,contested_on_ballot_lines,admitted_by_write_in,num_candidates_admitted,write_in_share,top_write_in_share,pvi_year,pvi_provenance,precinct_split_across_districts
112875,2012-11-06,2012,2011,State Representative,Eighteenth Worcester,18th Worcester,Douglas,-,3,-47.40015071590053,-47.40015071590053,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Donald D. Bourque,Ryan C. Fattman,Republican,349,978,978.0,0,0,1327,1396,True,True,False,2,0.0,0.0,2008,,False
112948,2012-11-06,2012,2011,State Representative,Nineteenth Suffolk,19th Suffolk,Revere,2,3A,61.9718309859155,61.97183098591549,,Dem_Incumbent,20.008624407072016,True,True,False,2,False,2,1,Robert A. DeLeo,Paul A. Caruccio,Republican,115,27,27.0,0,0,142,149,True,True,False,2,0.0,0.0,2008,,False
112794,2012-11-06,2012,2011,State Representative,Twenty-First Middlesex,21st Middlesex,Burlington,-,7,5.971014492753618,5.971014492753623,,No_Incumbent,0.0,False,True,False,2,False,2,1,Kenneth I. Gordon,Walter Zenkin,Republican,914,811,811.0,0,0,1725,1848,True,True,False,2,0.0,0.0,2008,,False
112857,2012-11-06,2012,2011,State Representative,Twenty-Sixth Middlesex,26th Middlesex,Cambridge,3,2A,37.11656441717792,90.39301310043668,,Dem_Incumbent,20.008624407072016,False,True,False,3,False,3,1,"Timothy J. Toomey, Jr.",Mike Connolly,Unenrolled,436,194,22.0,0,0,652,703,True,True,False,3,0.0,0.0,2008,,False
112842,2012-11-06,2012,2011,State Representative,Second Essex,2nd Essex,Georgetown,-,3,-5.567606652205348,-5.567606652205351,,No_Incumbent,0.0,False,True,False,2,False,2,1,Barry P. Fogel,Leonard Mirra,Republican,653,730,730.0,0,0,1383,1500,True,True,False,2,0.0,0.0,2008,,False
112842,2012-11-06,2012,2011,State Representative,Second Essex,2nd Essex,Groveland,-,2,-9.298531810766718,-9.29853181076672,,No_Incumbent,0.0,False,True,False,2,False,2,1,Barry P. Fogel,Leonard Mirra,Republican,834,1005,1005.0,0,0,1839,2012,True,True,False,2,0.0,0.0,2008,,False
112842,2012-11-06,2012,2011,State Representative,Second Essex,2nd Essex,Merrimac,-,2,3.1116534472239223,3.111653447223917,,No_Incumbent,0.0,False,True,False,2,False,2,1,Barry P. Fogel,Leonard Mirra,Republican,845,794,794.0,0,0,1639,1796,True,True,False,2,0.0,0.0,2008,,False
112772,2012-11-06,2012,2011,State Representative,Second Franklin,2nd Franklin,Templeton,-,C,2.230151650312223,2.787068004459309,,Dem_Incumbent,2.0123616501365533,False,True,False,3,False,3,1,Denise Andrews,Susannah M. Whipps Lee,Republican,461,436,436.0,0,0,1121,1188,True,True,False,3,0.0,0.0,2008,,False
112761,2012-11-06,2012,2011,State Representative,Second Worcester,2nd Worcester,Winchendon,-,1A,0.6329113924050667,0.6329113924050633,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Jonathan D. Zlotnik,Richard M. Bastien,Republican,159,157,157.0,0,0,316,340,True,True,False,2,0.0,0.0,2008,,False
112877,2012-11-06,2012,2011,State Representative,Thirty-Sixth Middlesex,36th Middlesex,Dracut,-,6A,21.212121212121215,21.21212121212121,,Dem_Incumbent,17.99626275693546,False,True,False,2,False,2,1,Colleen M. Garry,Cathy Richardson,Republican,40,26,26.0,0,0,66,69,True,True,False,2,0.0,0.0,2008,,False
112810,2012-11-06,2012,2011,State Representative,Third Middlesex,3rd Middlesex,Stow,-,2,44.676409185803756,44.676409185803756,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,Kate Hogan,"Chuck S. Kuniewich, Jr.",Republican,1386,530,530.0,0,0,1916,2001,True,True,False,2,0.0,0.0,2008,,False
112769,2012-11-06,2012,2011,State Representative,Seventh Middlesex,7th Middlesex,Ashland,-,5,31.186868686868685,31.186868686868685,,Dem_Incumbent,8.011115902448374,False,True,False,2,False,2,1,Tom Sannicandro,Jon Andrew Fetherston,Republican,1039,545,545.0,0,0,1584,1661,True,True,False,2,0.0,0.0,2008,,False
112701,2012-11-06,2012,2011,State Representative,Seventh Plymouth,7th Plymouth,Abington,-,5,12.529550827423169,12.529550827423167,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,"Robert L. Toomey, Jr.",Geoff Diehl,Republican,952,740,740.0,0,0,1692,1774,True,True,False,2,0.0,0.0,2008,,False
112847,2012-11-06,2012,2011,State Representative,Eighth Plymouth,8th Plymouth,Raynham,-,1A,-4.721030042918456,-4.721030042918455,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Marilee Kenney Hunt,Angelo L. D'Emilia,Republican,111,122,122.0,0,0,233,260,True,True,False,2,0.0,0.0,2008,,False
112847,2012-11-06,2012,2011,State Representative,Eighth Plymouth,8th Plymouth,Raynham,-,2A,-26.573426573426577,-26.573426573426573,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Marilee Kenney Hunt,Angelo L. D'Emilia,Republican,105,181,181.0,0,0,286,309,True,True,False,2,0.0,0.0,2008,,False
112847,2012-11-06,2012,2011,State Representative,Eighth Plymouth,8th Plymouth,Raynham,-,4,-10.14867485455721,-10.148674854557207,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Marilee Kenney Hunt,Angelo L. D'Emilia,Republican,695,852,852.0,0,0,1547,1676,True,True,False,2,0.0,0.0,2008,,False
112798,2012-11-06,2012,2011,State Representative,Eighth Worcester,8th Worcester,Bellingham,-,4A,-10.179640718562876,-10.179640718562874,,GOP_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Robert J. Dubois,Kevin J. Kuros,Republican,75,92,92.0,0,0,167,178,True,True,False,2,0.0,0.0,2008,,False
112737,2012-11-06,2012,2011,State Senate,First Essex,1st Essex,Merrimac,-,2,5.808383233532938,7.064821558630735,,No_Incumbent,0.0,False,True,False,4,False,4,1,Kathleen  A. O'Connor Ives,Shaun P. Toohey,Republican,735,638,638.0,0,0,1670,1796,True,True,False,4,0.0,0.0,2008,,False
112737,2012-11-06,2012,2011,State Senate,First Essex,1st Essex,Newburyport,1,P,34.8729792147806,38.0352644836272,,No_Incumbent,0.0,False,True,False,4,False,4,1,Kathleen  A. O'Connor Ives,Shaun P. Toohey,Republican,274,123,123.0,0,0,433,466,True,True,False,4,0.0,0.0,2008,,False
112737,2012-11-06,2012,2011,State Senate,First Essex,1st Essex,Salisbury,-,3,13.181448331977219,16.297786720321934,,No_Incumbent,0.0,False,True,False,4,False,4,1,Kathleen  A. O'Connor Ives,Shaun P. Toohey,Republican,578,416,416.0,0,0,1229,1351,True,True,False,4,0.0,0.0,2008,,False
112835,2012-11-06,2012,2011,State Senate,First Suffolk and Middlesex,1st Suffolk and Middlesex,Revere,2,3A,55.223880597014926,55.223880597014926,,Dem_Incumbent,5.3662977336974755,False,True,False,2,False,2,1,Anthony W. Petruccelli,"Thomas J. Dooley, III",Republican,104,30,30.0,0,0,134,149,True,True,False,2,0.0,0.0,2008,,False
112835,2012-11-06,2012,2011,State Senate,First Suffolk and Middlesex,1st Suffolk and Middlesex,Revere,5,1A,65.3061224489796,65.3061224489796,,Dem_Incumbent,5.3662977336974755,False,True,False,2,False,2,1,Anthony W. Petruccelli,"Thomas J. Dooley, III",Republican,405,85,85.0,0,0,490,574,True,True,False,2,0.0,0.0,2008,,False
112835,2012-11-06,2012,2011,State Senate,First Suffolk and Middlesex,1st Suffolk and Middlesex,Revere,5,2A,72.77777777777779,72.77777777777777,,Dem_Incumbent,5.3662977336974755,False,True,False,2,False,2,1,Anthony W. Petruccelli,"Thomas J. Dooley, III",Republican,311,49,49.0,0,0,360,425,True,True,False,2,0.0,0.0,2008,,False
112807,2012-11-06,2012,2011,State Senate,Second Essex,2nd Essex,Peabody,4,3A,30.689655172413794,30.689655172413794,,No_Incumbent,0.0,False,True,False,2,False,2,1,Joan B. Lovely,Richard A. Jolitz,Republican,758,402,402.0,0,0,1160,1342,True,True,False,2,0.0,0.0,2008,,False
112747,2012-11-06,2012,2011,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,Andover,-,7A,15.418502202643175,15.418502202643172,,Dem_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Barry R. Finegold,Paul Adams,Republican,262,192,192.0,0,0,454,477,True,True,False,2,0.0,0.0,2008,,False
112747,2012-11-06,2012,2011,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,Andover,-,9A,-40.0,-40.0,,Dem_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Barry R. Finegold,Paul Adams,Republican,3,7,7.0,0,0,10,11,True,True,False,2,0.0,0.0,2008,,False
112747,2012-11-06,2012,2011,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,Dracut,-,6A,57.57575757575757,57.57575757575758,,Dem_Incumbent,2.0123616501365533,False,True,False,2,False,2,1,Barry R. Finegold,Paul Adams,Republican,52,14,14.0,0,0,66,69,True,True,False,2,0.0,0.0,2008,,False
112800,2012-11-06,2012,2011,State Senate,Second Suffolk and Middlesex,2nd Suffolk and Middlesex,Boston,5,2A,60.747663551401864,60.747663551401864,,Dem_Incumbent,0.8241100091035408,False,True,False,2,False,2,1,William N. Brownsberger,Steven W. Aylward,Republican,430,105,105.0,0,0,535,620,True,True,False,2,0.0,0.0,2008,,False
112780,2012-11-06,2012,2011,State Senate,Second Worcester,2nd Worcester,Grafton,-,5,33.8621715418939,33.8621715418939,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,Michael O. Moore,Stephen R. Simonian,Republican,1350,667,667.0,0,0,2017,2163,True,True,False,2,0.0,0.0,2008,,False
112780,2012-11-06,2012,2011,State Senate,Second Worcester,2nd Worcester,Shrewsbury,-,10,30.429447852760738,30.429447852760738,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,Michael O. Moore,Stephen R. Simonian,Republican,1063,567,567.0,0,0,1630,1804,True,True,False,2,0.0,0.0,2008,,False
112780,2012-11-06,2012,2011,State Senate,Second Worcester,2nd Worcester,Upton,-,2,19.44739638682253,19.44739638682253,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,Michael O. Moore,Stephen R. Simonian,Republican,1124,758,758.0,0,0,1882,2082,True,True,False,2,0.0,0.0,2008,,False
112795,2012-11-06,2012,2011,State Senate,Third Middlesex,3rd Middlesex,Sudbury,-,1A,-0.927643784786647,-0.927643784786642,,No_Incumbent,0.0,False,True,False,2,False,2,1,Michael J. Barrett,Sandi Martinez,Republican,267,272,272.0,0,0,539,622,True,True,False,2,0.0,0.0,2008,,False
112757,2012-11-06,2012,2011,State Senate,Fourth Middlesex,4th Middlesex,Burlington,-,7,26.201923076923077,26.201923076923077,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,Kenneth J. Donnelly,Gerry Dembrowski,Republican,1050,614,614.0,0,0,1664,1848,True,True,False,2,0.0,0.0,2008,,False
112710,2012-11-06,2012,2011,State Senate,Middlesex and Worcester,Middlesex and Worcester,Stow,-,2,22.935779816513758,22.93577981651376,,Dem_Incumbent,4.005557951224187,False,True,False,2,False,2,1,James B. Eldridge,Dean J. Cavaretta,Republican,1139,714,714.0,0,0,1853,2001,True,True,False,2,0.0,0.0,2008,,False
112841,2012-11-06,2012,2011,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,Plymouth,-,15,12.934171352960638,12.934171352960636,,Dem_Incumbent,20.008624407072016,False,True,False,2,False,2,1,Therese Murray,Thomas F. Keyes,Republican,1707,1316,1316.0,0,0,3023,3120,True,True,False,2,0.0,0.0,2008,,False
112870,2012-11-06,2012,2011,State Senate,Plymouth and Norfolk,Plymouth and Norfolk,Hingham,-,5A,-8.533916849015322,-8.533916849015318,,GOP_Incumbent,17.99626275693546,False,True,False,2,False,2,1,Genevieve S. Davis,"Robert L. Hedlund, Jr.",Republican,418,496,496.0,0,0,914,1010,True,True,False,2,0.0,0.0,2008,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,1,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,2,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,3,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,4,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,5,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124792,2013-04-02,2013,2011,State Representative,Twenty-Eighth Middlesex,28th Middlesex,Everett,6,3,,,,No_Incumbent,0.0,False,False,True,3,False,4,2,Wayne A. Matewsky,Rosa Diflorio,Unenrolled,0,0,0.0,0,0,0,0,False,True,False,4,0.3337034980566352,0.3337034980566352,2012,,False
124832,2013-09-10,2013,2011,State Representative,Sixth Bristol,6th Bristol,Fall River,7,D,,,,No_Incumbent,0.0,False,False,True,2,False,2,1,Carole A. Fiola,David L. Steinhof,Republican,0,0,0.0,0,0,0,0,True,True,False,2,0.0,0.0,2012,,False
124832,2013-09-10,2013,2011,State Representative,Sixth Bristol,6th Bristol,Fall River,8,D,,,,No_Incumbent,0.0,False,False,True,2,False,2,1,Carole A. Fiola,David L. Steinhof,Republican,0,0,0.0,0,0,0,0,True,True,False,2,0.0,0.0,2012,,False
154358,2022-11-08,2022,2021,State Representative,Tenth Bristol,10th Bristol,Acushnet,-,2A,-2.94117647058823,-2.941176470588235,,Dem_Incumbent,30.012936610608023,False,False,False,2,False,2,1,William M. Straus,Jeffrey Gerald Swift,Republican,66,70,70.0,0,0,136,137,True,True,False,2,0.0,0.0,2020,,False
154358,2022-11-08,2022,2021,State Representative,Tenth Bristol,10th Bristol,Mattapoisett,-,2,19.158121964382087,19.158121964382083,,Dem_Incumbent,30.012936610608023,False,False,False,2,False,2,1,William M. Straus,Jeffrey Gerald Swift,Republican,1104,749,749.0,0,0,1853,1890,True,True,False,2,0.0,0.0,2020,,False
154358,2022-11-08,2022,2021,State Representative,Tenth Bristol,10th Bristol,New Bedford,1,C1,32.71028037383177,32.71028037383177,,Dem_Incumbent,30.012936610608023,False,False,False,2,False,2,1,William M. Straus,Jeffrey Gerald Swift,Republican,71,36,36.0,0,0,107,111,True,True,False,2,0.0,0.0,2020,,False
154523,2022-11-08,2022,2021,State Representative,Tenth Norfolk,10th Norfolk,Franklin,-,9,31.07535986452159,31.07535986452159,,Dem_Incumbent,10.004312203536008,False,False,False,2,False,2,1,Jeffrey N. Roy,"Charles F. Bailey, III",Republican,774,407,407.0,0,0,1181,1217,True,True,False,2,0.0,0.0,2020,,False
154492,2022-11-08,2022,2021,State Representative,Eleventh Suffolk,11th Suffolk,Everett,2,2A,36.585365853658544,36.58536585365854,,No_Incumbent,0.0,False,False,False,2,False,2,1,Judith A. Garcia,Todd B. Taylor,Republican,112,52,52.0,0,0,164,188,True,True,False,2,0.0,0.0,2020,,False
154526,2022-11-08,2022,2021,State Representative,Twelfth Plymouth,12th Plymouth,Halifax,-,2A,-33.78378378378379,-35.2112676056338,,Dem_Incumbent,4.005557951224187,False,False,False,3,False,3,1,Kathleen R. Lanatra,Eric J. Meschino,Republican,23,48,48.0,0,0,74,75,True,True,False,3,0.0,0.0,2020,,False
154526,2022-11-08,2022,2021,State Representative,Twelfth Plymouth,12th Plymouth,Middleborough,-,5A,-23.790322580645164,-24.279835390946502,,Dem_Incumbent,4.005557951224187,False,False,False,3,False,3,1,Kathleen R. Lanatra,Eric J. Meschino,Republican,92,151,151.0,0,0,248,262,True,True,False,3,0.0,0.0,2020,,False
154348,2022-11-08,2022,2021,State Representative,Fourteenth Middlesex,14th Middlesex,Acton,-,7,54.8936170212766,54.8936170212766,,No_Incumbent,0.0,False,False,False,2,False,2,1,Simon Cataldo,Rodney E. Cleaves,Republican,910,265,265.0,0,0,1175,1224,True,True,False,2,0.0,0.0,2020,,False
154491,2022-11-08,2022,2021,State Representative,Sixteenth Middlesex,16th Middlesex,Chelmsford,-,5B,17.31266149870801,17.31266149870801,,No_Incumbent,0.0,False,False,False,2,False,2,1,Rodney M. Elliott,Karla Jean Miller,Republican,227,160,160.0,0,0,387,406,True,True,False,2,0.0,0.0,2020,,False
154491,2022-11-08,2022,2021,State Representative,Sixteenth Middlesex,16th Middlesex,Lowell,1,4,39.3939393939394,39.39393939393939,,No_Incumbent,0.0,False,False,False,2,False,2,1,Rodney M. Elliott,Karla Jean Miller,Republican,621,270,270.0,0,0,891,988,True,True,False,2,0.0,0.0,2020,,False
154537,2022-11-08,2022,2021,State Representative,Seventeenth Worcester,17th Worcester,Worcester,10,6,58.400000000000006,58.4,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David Henry Argosky Leboeuf,Paul J. Fullen,Republican,198,52,52.0,0,0,250,264,True,True,False,2,0.0,0.0,2020,,False
154537,2022-11-08,2022,2021,State Representative,Seventeenth Worcester,17th Worcester,Worcester,7,5A,25.37313432835821,25.37313432835821,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David Henry Argosky Leboeuf,Paul J. Fullen,Republican,126,75,75.0,0,0,201,209,True,True,False,2,0.0,0.0,2020,,False
154537,2022-11-08,2022,2021,State Representative,Seventeenth Worcester,17th Worcester,Worcester,7,6,19.327731092436974,19.327731092436977,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David Henry Argosky Leboeuf,Paul J. Fullen,Republican,497,336,336.0,0,0,833,880,True,True,False,2,0.0,0.0,2020,,False
154537,2022-11-08,2022,2021,State Representative,Seventeenth Worcester,17th Worcester,Worcester,8,6,39.41605839416058,39.416058394160586,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David Henry Argosky Leboeuf,Paul J. Fullen,Republican,191,83,83.0,0,0,274,289,True,True,False,2,0.0,0.0,2020,,False
154385,2022-11-08,2022,2021,State Representative,Eighteenth Essex,18th Essex,Andover,-,10,29.129129129129126,29.129129129129126,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,Tram T. Nguyen,Jeffrey Peter Dufour,Republican,1075,590,590.0,0,0,1665,1712,True,True,False,2,0.0,0.0,2020,,False
154385,2022-11-08,2022,2021,State Representative,Eighteenth Essex,18th Essex,Andover,-,4A,29.792147806004614,29.79214780600462,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,Tram T. Nguyen,Jeffrey Peter Dufour,Republican,281,152,152.0,0,0,433,456,True,True,False,2,0.0,0.0,2020,,False
154385,2022-11-08,2022,2021,State Representative,Eighteenth Essex,18th Essex,Tewksbury,-,5A,24.369747899159666,24.369747899159663,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,Tram T. Nguyen,Jeffrey Peter Dufour,Republican,148,90,90.0,0,0,238,245,True,True,False,2,0.0,0.0,2020,,False
154385,2022-11-08,2022,2021,State Representative,Eighteenth Essex,18th Essex,Tewksbury,-,7,-0.6309148264984188,-0.6309148264984227,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,Tram T. Nguyen,Jeffrey Peter Dufour,Republican,945,957,957.0,0,0,1902,1937,True,True,False,2,0.0,0.0,2020,,False
154583,2022-11-08,2022,2021,State Representative,Nineteenth Middlesex,19th Middlesex,Tewksbury,-,5,12.313937753721248,12.313937753721245,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David A. Robertson,Paul Sarnowski,Republican,830,648,648.0,0,0,1478,1525,True,True,False,2,0.0,0.0,2020,,False
154583,2022-11-08,2022,2021,State Representative,Nineteenth Middlesex,19th Middlesex,Tewksbury,-,6,2.4543738200125897,2.4543738200125866,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David A. Robertson,Paul Sarnowski,Republican,814,775,775.0,0,0,1589,1631,True,True,False,2,0.0,0.0,2020,,False
154583,2022-11-08,2022,2021,State Representative,Nineteenth Middlesex,19th Middlesex,Tewksbury,-,8,13.027744270205071,13.027744270205066,,Dem_Incumbent,4.005557951224187,False,False,False,2,False,2,1,David A. Robertson,Paul Sarnowski,Republican,937,721,721.0,0,0,1658,1707,True,True,False,2,0.0,0.0,2020,,False
154521,2022-11-08,2022,2021,State Representative,Nineteenth Worcester,19th Worcester,Westborough,-,6,43.80434782608695,43.80434782608696,,No_Incumbent,0.0,False,False,False,2,False,2,1,Kate Donaghue,Jonathan I. Hostage,Republican,1323,517,517.0,0,0,1840,1869,True,True,False,2,0.0,0.0,2020,,False
154474,2022-11-08,2022,2021,State Representative,First Barnstable,1st Barnstable,Yarmouth,-,8,-0.3759398496240629,-0.38314176245210724,,No_Incumbent,0.0,False,False,False,3,False,3,1,Christopher Richard Flanagan,Tracy A. Post,Republican,520,524,524.0,0,0,1064,1085,True,True,False,3,0.0,0.0,2020,,False
154519,2022-11-08,2022,2021,State Representative,First Bristol,1st Bristol,Mansfield,-,7,-1.699716713881022,-1.69971671388102,,GOP_Incumbent,16.00306645584783,False,False,False,2,False,2,1,Brendan A. Roche,Fred Jay Barrows,Republican,694,718,718.0,0,0,1412,1454,True,True,False,2,0.0,0.0,2020,,False
154376,2022-11-08,2022,2021,State Representative,First Essex,1st Essex,Newburyport,1,P,13.297872340425537,13.297872340425531,,No_Incumbent,0.0,False,False,False,2,False,2,1,Dawne F. Shand,Cj Fitzwater,Republican,213,163,163.0,0,0,376,393,True,True,False,2,0.0,0.0,2020,,False
154401,2022-11-08,2022,2021,State Representative,First Middlesex,1st Middlesex,Lunenburg,-,B1,-11.818181818181822,-12.380952380952381,,No_Incumbent,0.0,False,False,False,3,False,3,1,Margaret R. Scarsdale,Andrew James Shepherd,Republican,46,59,59.0,0,0,110,110,True,True,False,3,0.0,0.0,2020,,False
154401,2022-11-08,2022,2021,State Representative,First Middlesex,1st Middlesex,Pepperell,-,4,15.865820489573895,17.275419545903258,,No_Incumbent,0.0,False,False,False,3,False,3,1,Margaret R. Scarsdale,Andrew James Shepherd,Republican,594,419,419.0,0,0,1103,1125,True,True,False,3,0.0,0.0,2020,,False
154569,2022-11-08,2022,2021,State Representative,First Plymouth,1st Plymouth,Plymouth,-,16,-12.723754233188195,-12.723754233188195,,GOP_Incumbent,8.011115902448374,False,False,False,2,False,2,1,Stephen Michael Palmer,Mathew J. Muratore,Republican,902,1165,1165.0,0,0,2067,2127,True,True,False,2,0.0,0.0,2020,,False
154569,2022-11-08,2022,2021,State Representative,First Plymouth,1st Plymouth,Plymouth,-,17,-4.09556313993174,-4.09556313993174,,GOP_Incumbent,8.011115902448374,False,False,False,2,False,2,1,Stephen Michael Palmer,Mathew J. Muratore,Republican,843,915,915.0,0,0,1758,1806,True,True,False,2,0.0,0.0,2020,,False
