election_id,election_date,office,district_display,reason,num_candidates_admitted,write_in_share,top_write_in_share
105542,2010-11-02,State Representative,"Barnstable, Dukes and Nantucket",uncontested: fewer than two candidates,1,0.0,0.0
105629,2010-11-02,State Senate,1st Essex and Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
105643,2010-11-02,State Senate,1st Middlesex and Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
105622,2010-11-02,State Senate,1st Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
105512,2010-11-02,State Senate,2nd Bristol and Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
105600,2010-11-02,State Senate,2nd Hampden and Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
105641,2010-11-02,State Senate,2nd Plymouth and Bristol,uncontested: fewer than two candidates,1,0.0,0.0
105624,2010-11-02,State Senate,2nd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
105592,2010-11-02,State Senate,2nd Suffolk and Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
105570,2010-11-02,State Senate,2nd Worcester,uncontested: fewer than two candidates,1,0.0,0.0
105550,2010-11-02,State Senate,4th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
105518,2010-11-02,State Senate,"Berkshire, Hampshire and Franklin",uncontested: fewer than two candidates,1,0.0,0.0
105567,2010-11-02,State Senate,Bristol and Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
105534,2010-11-02,State Senate,Hampshire and Franklin,uncontested: fewer than two candidates,1,0.0,0.0
105568,2010-11-02,State Senate,"Norfolk, Bristol and Middlesex",uncontested: fewer than two candidates,1,0.0,0.0
124820,2012-01-10,State Senate,2nd Suffolk and Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112887,2012-11-06,State Representative,10th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112953,2012-11-06,State Representative,10th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112851,2012-11-06,State Representative,10th Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112831,2012-11-06,State Representative,10th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112910,2012-11-06,State Representative,10th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112718,2012-11-06,State Representative,11th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112918,2012-11-06,State Representative,11th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112873,2012-11-06,State Representative,11th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112820,2012-11-06,State Representative,11th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112950,2012-11-06,State Representative,11th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112942,2012-11-06,State Representative,12th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112939,2012-11-06,State Representative,12th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112834,2012-11-06,State Representative,12th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112803,2012-11-06,State Representative,12th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112936,2012-11-06,State Representative,13th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112896,2012-11-06,State Representative,13th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112876,2012-11-06,State Representative,13th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112833,2012-11-06,State Representative,13th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112961,2012-11-06,State Representative,13th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112775,2012-11-06,State Representative,14th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112956,2012-11-06,State Representative,14th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112824,2012-11-06,State Representative,14th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112902,2012-11-06,State Representative,15th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112914,2012-11-06,State Representative,15th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112853,2012-11-06,State Representative,15th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112821,2012-11-06,State Representative,15th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112863,2012-11-06,State Representative,16th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112864,2012-11-06,State Representative,16th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112960,2012-11-06,State Representative,16th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112828,2012-11-06,State Representative,17th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112916,2012-11-06,State Representative,18th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112818,2012-11-06,State Representative,18th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112790,2012-11-06,State Representative,1st Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
112724,2012-11-06,State Representative,1st Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
112894,2012-11-06,State Representative,1st Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112736,2012-11-06,State Representative,1st Essex,uncontested: fewer than two candidates,1,0.0,0.0
112767,2012-11-06,State Representative,1st Franklin,uncontested: fewer than two candidates,1,0.0,0.0
112848,2012-11-06,State Representative,1st Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112901,2012-11-06,State Representative,1st Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
112763,2012-11-06,State Representative,1st Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112945,2012-11-06,State Representative,1st Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112944,2012-11-06,State Representative,1st Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112823,2012-11-06,State Representative,1st Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112907,2012-11-06,State Representative,1st Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112922,2012-11-06,State Representative,20th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112855,2012-11-06,State Representative,25th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112951,2012-11-06,State Representative,27th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112886,2012-11-06,State Representative,28th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112856,2012-11-06,State Representative,29th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112791,2012-11-06,State Representative,2nd Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
112805,2012-11-06,State Representative,2nd Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
112883,2012-11-06,State Representative,2nd Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
112946,2012-11-06,State Representative,2nd Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112859,2012-11-06,State Representative,2nd Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112947,2012-11-06,State Representative,30th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112924,2012-11-06,State Representative,32nd Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112925,2012-11-06,State Representative,33rd Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112923,2012-11-06,State Representative,35th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112709,2012-11-06,State Representative,37th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112840,2012-11-06,State Representative,3rd Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
112943,2012-11-06,State Representative,3rd Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
112904,2012-11-06,State Representative,3rd Essex,uncontested: fewer than two candidates,1,0.0,0.0
112742,2012-11-06,State Representative,3rd Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
112906,2012-11-06,State Representative,3rd Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112869,2012-11-06,State Representative,3rd Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112832,2012-11-06,State Representative,3rd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112893,2012-11-06,State Representative,3rd Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112846,2012-11-06,State Representative,4th Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
112899,2012-11-06,State Representative,4th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112958,2012-11-06,State Representative,4th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112825,2012-11-06,State Representative,4th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112874,2012-11-06,State Representative,5th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112885,2012-11-06,State Representative,5th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112845,2012-11-06,State Representative,5th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112891,2012-11-06,State Representative,6th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112806,2012-11-06,State Representative,6th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112895,2012-11-06,State Representative,6th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112784,2012-11-06,State Representative,6th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112830,2012-11-06,State Representative,6th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112890,2012-11-06,State Representative,7th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112949,2012-11-06,State Representative,7th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112796,2012-11-06,State Representative,7th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112933,2012-11-06,State Representative,7th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112829,2012-11-06,State Representative,7th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112779,2012-11-06,State Representative,7th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112889,2012-11-06,State Representative,8th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112917,2012-11-06,State Representative,8th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112865,2012-11-06,State Representative,8th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112927,2012-11-06,State Representative,8th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112819,2012-11-06,State Representative,8th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112872,2012-11-06,State Representative,9th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112919,2012-11-06,State Representative,9th Essex,uncontested: fewer than two candidates,1,0.0,0.0
112915,2012-11-06,State Representative,9th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112930,2012-11-06,State Representative,9th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112850,2012-11-06,State Representative,9th Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112826,2012-11-06,State Representative,9th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112898,2012-11-06,State Representative,9th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112752,2012-11-06,State Representative,"Barnstable, Dukes and Nantucket",uncontested: fewer than two candidates,1,0.0,0.0
112892,2012-11-06,State Senate,1st Bristol and Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112843,2012-11-06,State Senate,1st Essex and Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112797,2012-11-06,State Senate,1st Hampden and Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
112854,2012-11-06,State Senate,1st Middlesex and Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112802,2012-11-06,State Senate,1st Plymouth and Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112836,2012-11-06,State Senate,1st Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112844,2012-11-06,State Senate,1st Worcester,uncontested: fewer than two candidates,1,0.0,0.0
112719,2012-11-06,State Senate,2nd Bristol and Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112729,2012-11-06,State Senate,2nd Hampden and Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
112858,2012-11-06,State Senate,2nd Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112770,2012-11-06,State Senate,2nd Middlesex and Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112852,2012-11-06,State Senate,2nd Plymouth and Bristol,uncontested: fewer than two candidates,1,0.0,0.0
112839,2012-11-06,State Senate,2nd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112921,2012-11-06,State Senate,3rd Essex,uncontested: fewer than two candidates,1,0.0,0.0
112926,2012-11-06,State Senate,5th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112725,2012-11-06,State Senate,"Berkshire, Hampshire and Franklin",uncontested: fewer than two candidates,1,0.0,0.0
112753,2012-11-06,State Senate,Cape and Islands,uncontested: fewer than two candidates,1,0.0,0.0
112868,2012-11-06,State Senate,Hampden,uncontested: fewer than two candidates,1,0.0,0.0
112743,2012-11-06,State Senate,"Hampshire, Franklin and Worcester",uncontested: fewer than two candidates,1,0.0,0.0
112837,2012-11-06,State Senate,Middlesex and Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112703,2012-11-06,State Senate,Norfolk and Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
112838,2012-11-06,State Senate,Norfolk and Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
112778,2012-11-06,State Senate,"Norfolk, Bristol and Middlesex",uncontested: fewer than two candidates,1,0.0,0.0
112785,2012-11-06,State Senate,"Norfolk, Bristol and Plymouth",uncontested: fewer than two candidates,1,0.0,0.0
112804,2012-11-06,State Senate,Worcester and Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
112799,2012-11-06,State Senate,Worcester and Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
112762,2012-11-06,State Senate,"Worcester, Hampden, Hampshire and Middlesex",uncontested: fewer than two candidates,1,0.0,0.0
124798,2013-06-25,State Representative,8th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
124864,2014-04-01,State Representative,13th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
124863,2014-04-01,State Representative,2nd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
124870,2014-04-29,State Representative,5th Suffolk,no usable two-candidate contest,2,0.06455696202531645,0.06455696202531645
126296,2014-11-04,State Representative,10th Essex,uncontested: fewer than two candidates,1,0.0,0.0
126328,2014-11-04,State Representative,10th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
126313,2014-11-04,State Representative,10th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126273,2014-11-04,State Representative,10th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126207,2014-11-04,State Representative,10th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126105,2014-11-04,State Representative,11th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126294,2014-11-04,State Representative,11th Essex,uncontested: fewer than two candidates,1,0.0,0.0
126327,2014-11-04,State Representative,11th Hampden,uncontested: fewer than two candidates,1,0.0,0.0
126312,2014-11-04,State Representative,11th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126250,2014-11-04,State Representative,11th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126226,2014-11-04,State Representative,11th Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
126196,2014-11-04,State Representative,11th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126325,2014-11-04,State Representative,11th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126181,2014-11-04,State Representative,12th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126314,2014-11-04,State Representative,12th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126257,2014-11-04,State Representative,12th Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
126210,2014-11-04,State Representative,12th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126311,2014-11-04,State Representative,13th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126272,2014-11-04,State Representative,13th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126253,2014-11-04,State Representative,13th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126209,2014-11-04,State Representative,13th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126156,2014-11-04,State Representative,14th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126331,2014-11-04,State Representative,14th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126200,2014-11-04,State Representative,14th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126332,2014-11-04,State Representative,14th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126290,2014-11-04,State Representative,15th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126197,2014-11-04,State Representative,15th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126334,2014-11-04,State Representative,15th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126240,2014-11-04,State Representative,16th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126241,2014-11-04,State Representative,16th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126335,2014-11-04,State Representative,16th Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126130,2014-11-04,State Representative,17th Essex,uncontested: fewer than two candidates,1,0.0,0.0
126239,2014-11-04,State Representative,17th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126204,2014-11-04,State Representative,17th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126129,2014-11-04,State Representative,18th Essex,uncontested: fewer than two candidates,1,0.0,0.0
126194,2014-11-04,State Representative,18th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126111,2014-11-04,State Representative,1st Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
126270,2014-11-04,State Representative,1st Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126225,2014-11-04,State Representative,1st Hampden,uncontested: fewer than two candidates,1,0.0,0.0
126277,2014-11-04,State Representative,1st Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
126320,2014-11-04,State Representative,1st Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126283,2014-11-04,State Representative,1st Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126298,2014-11-04,State Representative,20th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126139,2014-11-04,State Representative,24th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126232,2014-11-04,State Representative,25th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126263,2014-11-04,State Representative,28th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126233,2014-11-04,State Representative,29th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126185,2014-11-04,State Representative,2nd Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
126219,2014-11-04,State Representative,2nd Essex,uncontested: fewer than two candidates,1,0.0,0.0
126258,2014-11-04,State Representative,2nd Hampden,uncontested: fewer than two candidates,1,0.0,0.0
126260,2014-11-04,State Representative,2nd Hampshire,uncontested: fewer than two candidates,1,0.0,0.0
126321,2014-11-04,State Representative,2nd Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126236,2014-11-04,State Representative,2nd Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
126203,2014-11-04,State Representative,2nd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126322,2014-11-04,State Representative,30th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126299,2014-11-04,State Representative,35th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126097,2014-11-04,State Representative,37th Middlesex,uncontested: fewer than two candidates,1,0.0,0.0
126217,2014-11-04,State Representative,3rd Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
126318,2014-11-04,State Representative,3rd Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
126280,2014-11-04,State Representative,3rd Essex,uncontested: fewer than two candidates,1,0.0,0.0
126246,2014-11-04,State Representative,3rd Plymouth,uncontested: fewer than two candidates,1,0.0,0.0
126208,2014-11-04,State Representative,3rd Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126269,2014-11-04,State Representative,3rd Worcester,uncontested: fewer than two candidates,1,0.0,0.0
126223,2014-11-04,State Representative,4th Barnstable,uncontested: fewer than two candidates,1,0.0,0.0
126117,2014-11-04,State Representative,4th Berkshire,uncontested: fewer than two candidates,1,0.0,0.0
126315,2014-11-04,State Representative,4th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126275,2014-11-04,State Representative,4th Essex,uncontested: fewer than two candidates,1,0.0,0.0
126201,2014-11-04,State Representative,4th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126251,2014-11-04,State Representative,5th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
126222,2014-11-04,State Representative,5th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126166,2014-11-04,State Representative,6th Norfolk,uncontested: fewer than two candidates,1,0.0,0.0
126206,2014-11-04,State Representative,6th Suffolk,uncontested: fewer than two candidates,1,0.0,0.0
126266,2014-11-04,State Representative,7th Bristol,uncontested: fewer than two candidates,1,0.0,0.0
